ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
2870	ps	to shine, to be bright	*brṣ	brsˤ	b r sˤ		1322
3723	syriac	to shine, to flash	brḳ	brqˤ	b r qˤ		1837
3576	akkadian	to shred	parāmu	paraːmu	p a r aː m u		1747
3804	syriac	to shut, to close up	skr	skr	s k r		1880
2612	ps	to sieve	*npy	npj	n p j		1065
2619	ps	to sieve	*nḫl	nxl	n x l		1066
2622	arabic	to sieve	nḫl	nxl	n x l		1066
2613	akkadian	to sift	napû	napû	n a p û		1065
2620	akkadian	to sift	naḫālu	naxaːlu	n a x aː l u		1066
2621	syriac	to sift; to sprinkle	nḥl	nħl	n ħ l		1066
2535	akkadian	to sip	sarāpu	saraːpu	s a r aː p u		1046
2534	ps	to sip, to absorb	*ŝrb	ɬrb	ɬ r b		1046
2536	hebrew	to sip, to absorb	ŝrp	ɬrp	ɬ r p		1046
2537	syriac	to sip, to absorb	srp	srp	s r p		1046
2539	geez	to sip, to absorb	ŝrb	ɬrb	ɬ r b		1046
498	ps	to sit	*wṯb	wθb	w θ b		131
500	ugaritic	to sit	yṯb	jθb	j θ b		131
503	syriac	to sit	ytb	jtb	j t b		131
499	akkadian	to sit down physically; to reside and live somewhere	wašābu	waʃaːbu	w a ʃ aː b u		131
501	hebrew	to sit down, to sit; to dwell	yšb	jʃb	j ʃ b		131
502	syriac	to sit; to remain; to inhabit; to settle	ytb	jtb	j t b		131
3873	akkadian	to slander	pagû	pagû	p a g û		1953
3246	ps	to slaughter	*ṭbḥ/*ṭbḫ	tˤbħ	tˤ b ħ		1613
3247	akkadian	to slaughter, butcher; to slit the throat	ṭabāḫu	tˤabaːxu	tˤ a b aː x u		1613
3250	geez	to slaughter, slay, kill, cut up, sacrifice, skin	ṭabḥa	tˤabħa	tˤ a b ħ a		1613
3248	hebrew	to slaughter; to kill off	ṭbḥ	tˤbħ	tˤ b ħ		1613
2259	geez	to sleep	ḥarrasa	ħarrasa	ħ a r r a s a		961
2388	geez	to sleep	noma	noma	n o m a		1000
2389	ps	to sleep	*wšn	wʃn	w ʃ n		1001
2390	ugaritic	to sleep	yšn	jʃn	j ʃ n		1001
2391	hebrew	to sleep	yšn	jʃn	j ʃ n		1001
2386	syriac	to sleep, fall asleep	nwm	nwm	n w m		1000
2381	ps	to sleep, slumber	*nwm	nwm	n w m		1000
3824	akkadian	to slice	paṣādu	pasˤaːdu	p a sˤ aː d u		1896
3690	akkadian	to slice, to slit	parāˀu	paraːʔu	p a r aː ʔ u		1825
600	arabic	to slip; to move away	zll	zll	z l l		194
470	hebrew	to smash	mḥṣ	mħsˤ	m ħ sˤ		111
3689	ps	to smash, to crack	*prˁ	prʕ	p r ʕ		1825
3915	ugaritic	to smash, to grind	dṯ	dθ	d θ		1989
2716	akkadian	to smell bad, be of bad quality	baˀāšu	baʔaːʃu	b a ʔ aː ʃ u		1108
3691	arabic	to smite one’s head with the stick or sword; to make a separation (between people); IV. to make to bleed	frˁ	frʕ	f r ʕ		1825
472	geez	to smite, to cut, to destroy	maḥaṣa	maħasˤa	m a ħ a sˤ a		111
684	ps	to snore	*nḫr	nxr	n x r		314
4076	akkadian	to soak, irrigate (a field); to bathe, soak (an object)	ṣabû	sˤabû	sˤ a b û		2084
3889	akkadian	to soak, moisten	taḫāḫu	taxaːxu	t a x aː x u		1981
4075	ps	to soak, to immerse	*ṣbγ	sˤbɣ	sˤ b ɣ		2084
2308	hebrew	to sob	nhg	nhg	n h g		973
254	arabic	to sow	ḏrˀ	ðrʔ	ð r ʔ		53
255	arabic	to sow, to cast seed	zrˁ	zrʕ	z r ʕ		53
257	geez	to sow, to seed	zarˀa	zarʔa	z a r ʔ a		53
2706	akkadian	to spare, to release	padû	padû	p a d û		1104
2871	akkadian	to sparkle, to shine brightly	barāṣu	baraːsˤu	b a r aː sˤ u		1322
1374	ps	to speak affectively, to shout	*rgm	rgm	r g m		571
2711	ps	to speak emphatically, to pray	*bhl	bhl	b h l		1107
3182	ps	to spend the night	*byt	bjt	b j t		1595
3185	syriac	to spend the night, lodge	bwt	bwt	b w t		1595
3186	arabic	to spend the night; to do sth at night	byt	bjt	b j t		1595
2289	akkadian	to spew, to vomit	kâˀu	kâʔu	k â ʔ u		970
2892	geez	to spin, to twist	fatala	fatala	f a t a l a		1329
2214	syriac	to spit out, belch, vomit	gsy	gsj	g s j		945
2290	hebrew	to spit, be sick; (hip.) to vomit something	ḳyˀ	qˤjʔ	qˤ j ʔ		970
2893	ps	to split, to cleave	*pṭr	ptˤr	p tˤ r		1330
3758	ps	to split, to cleave	*plḳ	plqˤ	p l qˤ		1860
3960	arabic	to split, to cut	ksf	ksf	k s f		2006
3658	ps	to split, to separate	*plk	plk	p l k		1802
2825	geez	to spoil, to ruin, to destroy; to mix, to confuse; to moisten, to wet	balla	balla	b a l l a		1233
3862	arabic	to spread, to expand, to extend; to throw somebody down upon his face; VII. to lie, to stretch oneself	bṭḥ	btˤħ	b tˤ ħ		1941
649	syriac	to sprout, grow; to exist	yˁy	jʕj	j ʕ j		261
2826	ps	to sprout, to germinate	*bḳl	bqˤl	b qˤ l		1235
2828	geez	to sprout, to shoot forth, to grow	baḳʷala	baqˤʷala	b a qʷˤ a l a		1235
3986	hebrew	to stack in circles; to stay permanently in one place, to dwell	dwr	dwr	d w r		2020
3183	akkadian	to stay overnight, spend the night; to delay	bâtu	bâtu	b â t u		1595
3184	ugaritic	to stay the night	bt	bt	b t		1595
527	ps	to steal	*šrḳ	ʃrqˤ	ʃ r qˤ		142
529	arabic	to steal	srq	srq	s r q		142
530	geez	to steal	saraḳa	saraqˤa	s a r a qˤ a		142
528	akkadian	to steal; to act as a thief	šarāḳu	ʃaraːqˤu	ʃ a r aː qˤ u		142
3919	geez	to step on, to trample, to crush underfoot	dasaya	dasaja	d a s a j a		1989
1835	akkadian	to step upon; to make compact; to let time pass	kabāsu	kabaːsu	k a b aː s u		763
3922	syriac	to step, to open (the way)	draš	draʃ	d r a ʃ		1990
2717	ugaritic	to stink	bˀš	bʔʃ	b ʔ ʃ		1108
2719	hebrew	to stink	bˀš	bʔʃ	b ʔ ʃ		1108
2450	hebrew	to stop one’s ears	ˀṭm	ʔtˤm	ʔ tˤ m		1018
2842	akkadian	to stop, cut off, to staunch; to decide; to apportion, to divide a number, a whole	parāsu	paraːsu	p a r aː s u		1316
4149	arabic	to strengthen, to support; to help, to aid	rdˀ	rdʔ	r d ʔ		2134
2978	ugaritic	to stretch, throw, to send	šlḥ	ʃlħ	ʃ l ħ		1426
3904	arabic	to strike hard	dqs	dqs	d q s		1986
466	ps	to strike, beat	*mḫṣ̂-	mxɬˤ-	m x ɬˤ		111
471	syriac	to strike, to knock	mḥā	mħaː	m ħ aː		111
2979	ps	to strip off (hide, skin)	*šlḫ	ʃlx	ʃ l x		1427
717	syriac	to strive after, pursue, desire; to request	bˁy	bʕj	b ʕ j		327
2168	ps	to suck	*ynḳ	jnqˤ	j n qˤ		900
2169	akkadian	to suck	enēḳu	eneːqˤu	e n eː qˤ u		900
2170	ugaritic	to suck	ynḳ	jnqˤ	j n qˤ		900
2171	hebrew	to suck	ynḳ	jnqˤ	j n qˤ		900
2172	syriac	to suck	ynḳ	jnqˤ	j n qˤ		900
2557	syriac	to suck	mtḳ	mtqˤ	m t qˤ		1049
1875	arabic	to suffer from indigestion	ḥmr	ħmr	ħ m r		778
805	ps	to support, to lean upon	*smk	smk	s m k		358
3165	arabic	to support, to stay sth	ˁmd	ʕmd	ʕ m d		1590
3161	ps	to support; to stand	*ˁmd	ʕmd	ʕ m d		1590
3985	akkadian	to surround, to encircle	duāru	duaːru	d u aː r u		2020
4016	geez	to suspend, to weigh	saḳala	saqˤala	s a qˤ a l a		2030
4011	akkadian	to suspend, weigh out, balance	šaḳālu	ʃaqˤaːlu	ʃ a qˤ aː l u		2030
4014	syriac	to suspend, weigh out, balance	tḳl	tqˤl	t qˤ l		2030
2185	geez	to sweat, to perspire	rəḥṣ̂a	rəħɬˤa	r ə ħ ɬˤ a		911
2240	geez	to swell up, to blow up	ḥabaṭa, ḥabṭa	ħabatˤa	ħ a b a tˤ a		951
2236	ps	to swell, inflate (esp. of stomach)	*ḥbṭ	ħbtˤ	ħ b tˤ		951
2146	ps	to take	*lḳḥ	lqˤħ	l qˤ ħ		886
3798	arabic	to take	ˀḫḏ	ʔxð	ʔ x ð		1872
3796	ps	to take (back), grasp, seize, hold	*ˀḫḏ	ʔxð	ʔ x ð		1872
505	geez	to take a wife, to marry	ˀawsaba	ʔawsaba	ʔ a w s a b a		131
4147	akkadian	to take along, escort persons; to send; to guide, control, oversee	redû	redû	r e d û		2134
4129	akkadian	to take away	eṭēru	etˤeːru	e tˤ eː r u		2129
4128	ps	to take away, to deprive someone (of a physical facility)	*ˀṭr	ʔtˤr	ʔ tˤ r		2129
4118	ps	to take by force	*γṣb	ɣsˤb	ɣ sˤ b		2102
3688	geez	to take care of; to survey, to review; to muster; to number, to enumerate	faḳada	faqˤada	f a qˤ a d a		1823
1897	akkadian	to take food or drink	lêmu	lêmu	l ê m u		787
2980	akkadian	to take out, tear off, tear out	šalāḫu	ʃalaːxu	ʃ a l aː x u		1427
659	akkadian	to take pity, to have mercy	rêmu	rêmu	r ê m u		266
4119	arabic	to take wrongfully, unjustly, injuriously or by force	γṣb	ɣsˤb	ɣ sˤ b		2102
3799	geez	to take, catch	ˀaḫaza	ʔaxaza	ʔ a x a z a		1872
2149	hebrew	to take, grasp; accept, receive	lḳḥ	lqˤħ	l qˤ ħ		886
3127	arabic	to take, hold; to withhold, restrain; to keep, preserve,  guard, take care of	ḍbṭ	dˤbtˤ	dˤ b tˤ		1573
2147	akkadian	to take, to accept, to take over	leḳû	leqˤû	l e qˤ û		886
3656	geez	to take, to partake, to receive	naŝˀa	naɬʔa	n a ɬ ʔ a		1799
2223	arabic	to talk nonsense	hḏy	hðj	h ð j		947
2542	hebrew	to taste	ṭˁm	tˤʕm	tˤ ʕ m		1047
2543	syriac	to taste	ṭˁm	tˤʕm	tˤ ʕ m		1047
2544	arabic	to taste	ṭˁm	tˤʕm	tˤ ʕ m		1047
2545	geez	to taste	ṭˁm	tˤʕm	tˤ ʕ m		1047
2540	ps	to taste, to be tasty	*ṭˁm	tˤʕm	tˤ ʕ m		1047
316	akkadian	to taste, to lick	lâšu	lâʃu	l â ʃ u		63
2855	syriac	to tear asunder, cleave; to open wide	prṭ	prtˤ	p r tˤ		1318
3692	ps	to tear loose, to melt	*pšr	pʃr	p ʃ r		1827
3572	hebrew	to tear off, to tear away	prḳ	prqˤ	p r qˤ		1746
1022	ps	to tear out	*ḫlš	xlʃ	x l ʃ		472
3577	hebrew	to tear to pieces	prm	prm	p r m		1747
2841	ps	to tear, to cut	*prs	prs	p r s		1316
550	ps	to tear, to pierce, to bore	*nḳb	nqˤb	n qˤ b		152
3913	ps	to thresh; to trample	*dwš	dwʃ	d w ʃ		1989
3914	akkadian	to thresh; to trample	diāšu	diaːʃu	d i aː ʃ u		1989
3916	hebrew	to thresh; to trample down	dwš	dwʃ	d w ʃ		1989
3145	hebrew	to throw	yry	jrj	j r j		1581
3146	geez	to throw	warawa	warawa	w a r a w a		1581
740	arabic	to throw off, to remove	srw	srw	s r w		338
3143	ps	to throw, shoot	*wry/w	wrj	w r j		1581
3152	ps	to tie	*ˀsr	ʔsr	ʔ s r		1586
3993	syriac	to tie together, connect	ṣmd	sˤmd	sˤ m d		2021
3157	geez	to tie, to tie up, to bind, to fetter	ˀasara	ʔasara	ʔ a s a r a		1586
3166	ps	to tie, to wrap	*ˁṣ̂p/*ṣ̂ˁp	ʕɬˤp	ʕ ɬˤ p		1591
3992	hebrew	to tighten, harness	ṣmd	sˤmd	sˤ m d		2021
3667	ps	to till, to plow, to do agricultural work; to work; to serve (especially a deity), to venerate	*plḥ	plħ	p l ħ		1806
3964	hebrew	to tipple	sbˀ	sbʔ	s b ʔ		2007
3961	ps	to trade in wine or beer	*sbˀ	sbʔ	s b ʔ		2007
3917	syriac	to trample	dāš	daːʃ	d aː ʃ		1989
3920	ps	to trample	*drs	drs	d r s		1990
3921	akkadian	to trample	darāsu	daraːsu	d a r aː s u		1990
1834	ps	to tread	*kbs	kbs	k b s		763
3923	arabic	to tread, to thrash	drs	drs	d r s		1990
4192	ps	to tread, to trample; to kick	*rkṣ̂	rkɬˤ	r k ɬˤ		2162
3918	arabic	to tread, to trample; to thresh	dws	dws	d w s		1989
3715	akkadian	to trickle	baṣāṣu	basˤaːsˤu	b a sˤ aː sˤ u		1834
3714	ps	to trickle, to flow	*bṣ̂ṣ̂	bɬˤɬˤ	b ɬˤ ɬˤ		1834
1839	hebrew	to trim	ksm	ksm	k s m		764
575	akkadian	to trust	takālu	takaːlu	t a k aː l u		168
764	hebrew	to turn	pny	pnj	p n j		347
3549	ps	to turn	*bry	brj	b r j		1737
766	syriac	to turn around	pny	pnj	p n j		347
2790	geez	to turn grey (hair)	ŝeba	ɬeba	ɬ e b a		1207
1892	ps	to turn, to twist, to surround	*lwy	lwj	l w j		786
2887	akkadian	to twine	patālu	pataːlu	p a t aː l u		1329
3167	akkadian	to twine, to double	eṣēpu	esˤeːpu	e sˤ eː p u		1591
1894	arabic	to twist	lwy	lwj	l w j		786
2891	arabic	to twist	ftl	ftl	f t l		1329
2890	syriac	to twist, distort; to turn aside, turn away	ptl	ptl	p t l		1329
2003	syriac	to uncover (head); to untie (hair)	prˁ	prʕ	p r ʕ		831
28	arabic	to undo, to untwist; to dissolve, to break a covenant	nkṯ	nkθ	n k θ		4
2894	akkadian	to untie, to release	paṭāru	patˤaːru	p a tˤ aː r u		1330
2347	ps	to urinate	*ṯyn	θjn	θ j n		984
2348	akkadian	to urinate	šânu	ʃânu	ʃ â n u		984
2349	akkadian	to urinate	šatānu	ʃataːnu	ʃ a t aː n u		984
2351	ugaritic	to urinate	yṯtn	jθtn	j θ t n		984
2354	syriac	to urinate	twn	twn	t w n		984
2357	geez	to urinate	ŝena	ɬena	ɬ e n a		984
1844	arabic	to utter a noise	nˁr	nʕr	n ʕ r		766
2776	arabic	to veil, to conceal, to cover, to protect	ǯnn	gnn	g n n		1175
573	geez	to violate, to break, to frustrate	saˁara	saʕara	s a ʕ a r a		164
4046	arabic	to visit	zwr	zwr	z w r		2052
2288	ps	to vomit	*ḳy/wˀ	qˤj	qˤ j		970
2291	arabic	to vomit	qyˀ	qjʔ	q j ʔ		970
2292	geez	to vomit	ḳeˀa	qˤeʔa	qˤ e ʔ a		970
506	ps	to walk	*hlk	hlk	h l k		133
508	ugaritic	to walk	hlk	hlk	h l k		133
2914	akkadian	to walk along, go through (a street, a road, a square, a gate, etc.), to pass over (a region)	bâˀu	bâʔu	b â ʔ u		1377
4143	ps	to walk, to go away	mŝ(y)	mɬ	m ɬ		2133
4148	syriac	to walk, to run, to lead, to flow	rdā	rdā	r d ā		2134
1959	syriac	to warm	šḥn	ʃħn	ʃ ħ n		809
1958	syriac	to warm, be warmed; (pa.) to warm, heat	šḥn	ʃħn	ʃ ħ n		809
2182	ps	to wash	*rḥṣ̂	rħɬˤ	r ħ ɬˤ		911
2183	ugaritic	to wash	rḥṣ	rħsˤ	r ħ sˤ		911
2184	hebrew	to wash, to bathe, to rinse off	rḥṣ	rħsˤ	r ħ sˤ		911
3973	akkadian	to watch over, to protect, to keep	naṣāru	nasˤaːru	n a sˤ aː r u		2018
3975	hebrew	to watch over, to protect; to observe	nṣr	nsˤr	n sˤ r		2018
1825	ps	to watch, to protect	*ḥmy	ħmj	ħ m j		761
3220	ps	to wear	*lbš	lbʃ	l b ʃ		1606
3223	hebrew	to wear	lbš	lbʃ	l b ʃ		1606
3362	ps	to weep	*bky	bkj	b k j		1654
3363	akkadian	to weep	bakû	bakû	b a k û		1654
3364	ugaritic	to weep	bky	bkj	b k j		1654
3365	hebrew	to weep	bky	bkj	b k j		1654
3367	arabic	to weep	bky	bkj	b k j		1654
3368	geez	to weep	bakaya	bakaja	b a k a j a		1654
3366	syriac	to weep, cry	bky	bkj	b k j		1654
3968	ps	to weigh	*wzn	wzn	w z n		2010
4010	ps	to weigh	*ṯḳl	θqˤl	θ qˤ l		2030
3971	geez	to weigh, measure	mazzana	mazzana	m a z z a n a		2010
3731	ps	to wish	*ˀrš	ʔrʃ	ʔ r ʃ		1847
4057	akkadian	to wish	ṣabû	sˤabû	sˤ a b û		2075
2302	geez	to wish, desire, be eager for	tamannaya	tamannaja	t a m a n n a j a		972
4056	ps	to wish, to desire	*ṣbw	sˤbw	sˤ b w		2075
4165	ps	to write	*šṭr	ʃtˤr	ʃ tˤ r		2141
4166	akkadian	to write	šaṭāru	ʃatˤaːru	ʃ a tˤ aː r u		2141
4169	arabic	to write	sṭr	stˤr	s tˤ r		2141
2264	ugaritic	to writhe (with birth pains)	ḫl	xl	x l		962
3995	geez	to yoke, bind together	ṣ̂amada	ɬˤamada	ɬˤ a m a d a		2021
3989	ps	to yoke, harness	*ṣ̂md	ɬˤmd	ɬˤ m d		2021
2981	ps	to, for	*ˀiš	ʔiʃ	ʔ i ʃ		1430
2975	ps	to, towards	*šin	ʃin	ʃ i n		1424
518	geez	today	yom	jom	j o m		134
2940	hebrew	together with, with the help of, by the side of, besides, out of, from	ˀēt/ˀitt-	ʔeːt	ʔ eː t		1385
3486	arabic	tomcat	ḍaywan-	dˤajwan-	dˤ a j w a n		1713
308	ps	tongue	*liš(š)ān-	liʃaːn-	l i ʃ aː n		62
310	ugaritic	tongue	lšn	lʃn	l ʃ n		62
313	arabic	tongue	lisān-	lisaːn-	l i s aː n		62
309	akkadian	tongue, language	lišānu	liʃaːnu	l i ʃ aː n u		62
311	hebrew	tongue, language	lāšōn	laːʃoːn	l aː ʃ oː n		62
314	geez	tongue, language	lǝssān	lǝssaːn	l ə s s aː n		62
312	syriac	tongue, language, spit of land	leššānā	leʃʃaːnaː	l e ʃ ʃ aː n aː		62
318	ps	tooth	*šinn-	ʃinn-	ʃ i n n		64
319	akkadian	tooth	šinnu	ʃinnu	ʃ i n n u		64
320	ugaritic	tooth	šn	ʃn	ʃ n		64
321	hebrew	tooth	šēn	ʃeːn	ʃ eː n		64
322	syriac	tooth	šennā	ʃennaː	ʃ e n n aː		64
323	arabic	tooth	sinn-	sinn-	s i n n		64
324	geez	tooth	sənn	sənn	s ə n n		64
329	arabic	tooth; molar	ḍirs-	dˤirs-	dˤ i r s		65
1996	arabic	toothless	ˀadrad-, ˀadram-	ʔadrad-	ʔ a d r a d		827
1993	ps	toothless mouth, gum	*dVrdVr-	d-rd-r-	d r d r		827
1950	ugaritic	top of the head, brain	mḫ	mx	m x		804
1945	hebrew	top of the head, neck	ˁōräp	ʕoːræp	ʕ oː r æ p		803
1949	akkadian	top of the head; brain, marrow	muḫḫu	muxxu	m u x x u		804
3444	ps	torso, body	*giŝŝ-	giɬɬ-	g i ɬ ɬ		1695
3190	ugaritic	totality, total	tgmr	tgmr	t g m r		1597
3374	arabic	toupet (toupee)	ǯummat-	gummat-	g u m m a t		1656
2812	arabic	toux, coqueluche (cough, whooping cough)	dabarat-	dabarat-	d a b a r a t		1224
4171	akkadian	tower; fortified area	dimtu	dimtu	d i m t u		2143
594	akkadian	trachea, larynx, throat	urˀudu	urʔudu	u r ʔ u d u		192
1737	akkadian	transverse process of the vertebra	kislu	kislu	k i s l u		729
443	ps	tree	*ˁiṣ̂-	ʕiɬˤ-	ʕ i ɬˤ		100
445	ugaritic	tree	ˁṣ	ʕsˤ	ʕ sˤ		100
446	hebrew	tree	ˁēṣ	ʕeːsˤ	ʕ eː sˤ		100
448	geez	tree, shrub, bush; wood; stick, staff (of spear)	ˁəṣ̂	ʕəɬˤ	ʕ ə ɬˤ		100
1062	ps	tree, trunk	*gapn-	gapn-	g a p n		484
444	akkadian	tree; timber, lumber, wood; aromatic wood; wooded area	iṣu	isˤu	i sˤ u		100
2865	arabic	troop (of men)	fiˀat-	fiʔat-	f i ʔ a t		1319
1963	akkadian	truffle	kamˀatu	kamʔatu	k a m ʔ a t u		811
3333	arabic	très gras (very fat)	ˀadsam-	ʔadsam-	ʔ a d s a m		1644
1767	ps	tuft of hair	*ŝVp-	ɬ-p-	ɬ p		738
1586	ps	turtle	*raḳḳ-	raqˤqˤ-	r a qˤ qˤ		662
1587	akkadian	turtle	raḳḳu	raqˤqˤu	r a qˤ qˤ u		662
1588	syriac	turtle	raḳḳā	raqˤqˤaː	r a qˤ qˤ aː		662
1589	arabic	turtle	raqq-	raqq-	r a q q		662
1590	ps	turtle	*šalaḥpaw/y-, *šalapḥaw/y-	ʃalaħpaw	ʃ a l a ħ p a w		663
1592	arabic	turtle	sulaḥfā, sulḥafā	sulaħfaː	s u l a ħ f aː		663
1591	akkadian	turtle; a snake	šeleppû	ʃeleppû	ʃ e l e p p û		663
2685	ugaritic	turtledove	tr	tr	t r		1087
2686	hebrew	turtledove	tōr	toːr	t oː r		1087
3773	ps	twenty	*ˁiŝr-ū	ʕiɬr-uː	ʕ i ɬ r uː		1866
3774	akkadian	twenty	ešrā	eʃraː	e ʃ r aː		1866
3775	ugaritic	twenty	ˁšrm	ʕʃrm	ʕ ʃ r m		1866
3776	hebrew	twenty	ˁäŝrīm	ʕæɬriːm	ʕ æ ɬ r iː m		1866
3777	syriac	twenty	ˁesrīn	ʕesriːn	ʕ e s r iː n		1866
3778	arabic	twenty	ˁišrūna	ʕiʃruːna	ʕ i ʃ r uː n a		1866
3779	geez	twenty	ˁəŝrā	ʕəɬraː	ʕ ə ɬ r aː		1866
333	ps	two	*ṯin-ā	θin-aː	θ i n aː		67
334	akkadian	two	šina	ʃina	ʃ i n a		67
335	ugaritic	two	ṯn	θn	θ n		67
336	hebrew	two	šənayim	ʃənajim	ʃ ə n a j i m		67
337	syriac	two	tren	tren	t r e n		67
338	arabic	two	ˀiṯnāⁿ	ʔiθnaː	ʔ i θ n aː		67
1389	hebrew	twocolored fabric	bərōmīm	bəroːmiːm	b ə r oː m iː m		579
967	ps	type of a wild pumpkin; colocynth	*pVḳVˁ-	p-qˤ-ʕ-	p qˤ ʕ		406
1634	syriac	type of locust	ṣarṣūrā	sˤarsˤuːraː	sˤ a r sˤ uː r aː		678
2295	hebrew	type, kind	mīn	miːn	m iː n		972
3587	arabic	udder or penis canal	ˀiḥlīl-	ʔiħliːl-	ʔ i ħ l iː l		1751
1712	arabic	udder, teat	ḍarˁ-	dˤarʕ-	dˤ a r ʕ		717
2402	geez	ulcers resulting from elephantiasis, pustules	ˀanṗāˁānṗe	ʔanpaːʕaːnpe	ʔ a n p aː ʕ aː n p e		1003
3312	hebrew	unclean bird of prey (frequenting ruins)	dayyā	dajjaː	d a j j aː		1639
2983	geez	until, till, unto, as far as, so much so, up to, to the point of, even also, within, for	ˀəska	ʔəska	ʔ ə s k a		1430
2945	syriac	up to	ˁad	ʕad	ʕ a d		1386
2942	akkadian	up to, as far as; until, up to (connoting time); concerning, as to	adi	adi	a d i		1386
2941	ps	up to, until	*ˁaday	ʕadaj	ʕ a d a j		1386
2943	ugaritic	up to, until; close to, around	ˁd	ʕd	ʕ d		1386
2959	ugaritic	upon, on top of; next to, in the presence of; from; for, because of; against, on the account of; charged to; on, after	ˁl/ˁln	ʕl	ʕ l		1390
2962	arabic	upon, over; notwithstanding; on account of; in the time of; according to, in conformity to; on the condition of	ˁalā	ʕalaː	ʕ a l aː		1390
3946	akkadian	upper or inner thigh	šapūlu, šapullu	ʃapuːlu	ʃ a p uː l u		2003
3839	arabic	upper part of the chest, low neckline, throat	labbat-	labbat-	l a b b a t		1911
1656	arabic	upper part of the thigh where the socket turns	karmat-	karmat-	k a r m a t		696
2998	syriac	upper part; point of the nose	šepā	ʃepaː	ʃ e p aː		1482
1823	hebrew	upper thigh; side	yārēk	jaːreːk	j aː r eː k		758
3752	ugaritic	uprightness, lawfulness	yšr	jʃr	j ʃ r		1853
2355	syriac	urina	tīnā, tūnā, tyānā	tiːnaː	t iː n aː		984
2350	akkadian	urine	šīnātu	ʃiːnaːtu	ʃ iː n aː t u		984
2352	hebrew	urine	šēnēhäm	ʃeːneːhæm	ʃ eː n eː h æ m		984
2358	geez	urine	ŝənt	ɬənt	ɬ ə n t		984
3609	syriac	uterus	ḥannūtā	ħannuːtaː	ħ a n n uː t aː		1759
3867	syriac	uterus	marbəˁā	marbəʕaː	m a r b ə ʕ aː		1948
656	syriac	uterus, womb	raḥmā	raħmaː	r a ħ m aː		263
1730	geez	uterus, womb, pubes	ḥǝmŝ, ḥəms	ħǝmɬ	ħ ə m ɬ		724
3586	syriac	vagina	ḥeltā	ħeltaː	ħ e l t aː		1751
1005	ugaritic	valley	ˁmḳ	ʕmqˤ	ʕ m qˤ		429
547	hebrew	vegetable oil; fat	šämän	ʃæmæn	ʃ æ m æ n		150
597	arabic	veine; veine jugulaire (de chaque côté du cou) (vein; jugular vein (on either side of the neck)	warīd-	wariːd-	w a r iː d		192
2337	ugaritic	veneno (venom)	ḥmt	ħmt	ħ m t		980
2335	ps	venom, bile	*ḥim-at-	ħim-at-	ħ i m a t		980
374	arabic	ventricle, stomach, belly, uterus; stomach (of animals, esp. ruminant)	kariš-, kirš-	kariʃ-	k a r i ʃ		82
1220	hebrew	vermin in general, pests, noxious insects(?); a particular type of fly, esp. a horsefly(?)	ˁārōb	ʕaːroːb	ʕ aː r oː b		526
2704	arabic	vertigo, giddiness in the head	duwām-	duwaːm-	d u w aː m		1103
2723	arabic	very evil or bad is he!	biˀsa	biʔsa	b i ʔ s a		1108
632	arabic	vessel	ˀināˀ-	ʔinaːʔ-	ʔ i n aː ʔ		216
628	ps	vessel, receptacle	*ˀVnVy-	ʔ-n-j-	ʔ n j		216
634	geez	vessel, utensil, instrument	nəwāy	nəwaːj	n ə w aː j		216
630	akkadian	vessel; tools, equipment	unūtu	unuːtu	u n uː t u		216
2563	ugaritic	vinegar	ḥmṣ	ħmsˤ	ħ m sˤ		1050
2565	hebrew	vinegar	ḥōmäṣ	ħoːmæsˤ	ħ oː m æ sˤ		1050
840	ugaritic	viper	ˀapˁ	ʔapʕ	ʔ a p ʕ		368
842	arabic	vipère (viper)	ˀafˁan-	ʔafʕan-	ʔ a f ʕ a n		368
3701	ps	virgin	*batūl-	batuːl-	b a t uː l		1831
3703	ugaritic	virgin	btlt	btlt	b t l t		1831
3704	hebrew	virgin	bətūlā	bətuːlaː	b ə t uː l aː		1831
3706	syriac	virgin, umarried person; Virgo, name of a constellation	btultā	btultaː	b t u l t aː		1831
3326	ps	viscera	*di/arṣ-	di	d i		1643
